|href|title|price|description|memory|ram|sys
36|https://www.avito.ru/moskva/telefony/iphone_14_pro_128_gb_deep_purple_fioletovyy_2707583787|iPhone 14 Pro 128 Gb Deep Purple (Фиолетовый)|81490|Стоимость за iPhone 14 Pro 128 Gb Deep Purple (Айфон 14 Про 128 Гб Фиолетовый). Вы всегда можете уточнить наличие и стоимость! Гарантия от нашего магазина «Multi Opt» на проверку устройства. IPhone 14 Pro 128 Gb Deep Purple (Фиолетовый). Абсолютно новый. Не вскрытый (на заводских пломбах). Неактивированный. Полная комплектация от завода. Оригинальный. Международная гарантия от производителя 1 год и нашего магазина на проверку устройства! Любые проверки с вашей стороны. Большой выбор аксессуаров. Бесплатная поклейка защитного стекла. Оплата: Наличными в магазине или курьеру при доставке. Переводом, только при оформлении доставки через транспортную компанию «Сдэк». Мы находимся по адресу: м. Багратионовская, Багратионовский проезд, д. 7, корп. 3, ТЦ «Горбушкин Двор». Время работы: Пн-Вс с 11 до 20 часов. Сообщения на Авито принимаются круглосуточно, отвечаем в рабочие часы! Доставка: По Москве и области — от 700 руб. (Требуется предоплата на сумму доставки!). По всей России: Отправка транспортной компанией «Сдэк» после 100% оплаты заказа. В связи с нестабильностью курса валют, уточняйте пожалуйста стоимость, Спасибо за понимание! Перед самовывозом обязательно уточняйте наличии и убедительно просим Вас резервировать интересующий товар! Пишите или звоните по любым вопросам, связанным с товаром! Работаем с 2017 Мы дорожим качеством оказываемых услуг и продаваемых товаров, поэтому всегда на связи с нашими клиентами, даже после покупки! Есим + Есим.|128|6.0|ios
37|https://www.avito.ru/moskva/telefony/iphone_xr_v_korpuse_13_pro_2762415186|iPhone XR в корпусе 13 pro|16499|Оригинальный iPhone XR в корпусе 13 pro. Подарки первым 6ти клиентам! Полный Комплект, оплата после проверки телефона! Телефон Абсолютно Новый 30 дн гарантии + 1 Год сервисного обслуживания в подарок. Работаем с крупнейшими поставщиками по оптовым ценам. Высшее качество сборки — подтверждённое печатью компании. Абсолютно все функции работают: Face ID, True Tone, беспроводная зарядка, связь и Apple Pay. Обновление до последнего ios поддерживает без проблем. Протестирован на отсутствие брака. Приезжайте в магазин в любое удобное время. С 10: 00-22: 00. Магазин Работает Без Выходных (1 января искоючение). Доставка по Москве и МО в день заказа, так же есть самовывоз. Оплата после получения товара! В комплекте: сам телефон, коробка, провод, абсолютно все документы. Оплата: Наличный расчёт. Безналичный расчёт. Не стесняйтесь, звоните, пишите, задавайте вопросы. Мы всегда рады помочь вам в выборе и ответить на все ваши вопросы! Нажмите «Подписаться» чтобы не пропустить лучшие цены! Стоимость указана за опт. Цены уточняйте. Art: (.|128|3.0|ios
38|https://www.avito.ru/moskva/telefony/infinix_note_12_2023_813_gb256gb_50mp_g99_nfc_2674850596?slocation=107620|Infinix note 12 2023 8(13) GB/256GB 50MP G99 NFC|13990|"Infinix Note 12 2023 4G Nfc новый Рст(Гарантия В России). Основные характеристики: Helio G99 6nm процессор. Ультрапрозрачная Тройная камера 50MP+16MP селфи. 6,7 ""Fhd + цветной дисплей Amoled. До 13 Гб расширенной оперативной памяти 8 Гб + 5Гб(расширенная). Хранилище 256Гб. Дизайн 7,8мм толщина. Батарея 5000мА, Быстрая и безопасная зарядка 33 Вт. Двойной динамик с Dts. 2 Nano слота для карт + TF расширенные слоты для карт. Gsm: B2/B3/B5/B8. Wcdma: B1 | 2 | 4 | 5 | 8. Fdd: B1 | 2 | 3 | 4 | 5 | 7 | 8 | 20 | 28A | 28B. Tdd: B38/B40/B41. Двойной динамик. Кабель Usb Type-C. 3,5 мм для наушников. Чехол. Полный комплект:"|256|8.0|android
39|https://www.avito.ru/moskva/telefony/iphone_13_128gb_vse_tsveta_novyy_2527286035?slocation=107620|iPhone 13 128gb все цвета (новый)|56990|Доброго времени суток! Продаю iPhone 13 на 128gb Новый. Также в наличии присутствуют и другие цвета! Уточняйте цену заранее. Внешнее описание: Телефон новый, неактивированный, запечатанный, все пломбы на месте. Купить и проверить данный телефон Вы можете у нас в офисе на фрунзенской, будем с радостью ждать! Присутствует доставка по Москве и в регионы, пишите для заказа! В комплект входит: кабель, коробка. (Также в офисе Вы можете приобрести дополнительные аксессуары). Также рассматриваю trade-in (обмен) или выкуп вашей техники только от Apple с доплатой в обе стороны. Почему стоит купить у меня? 1. Каждый гаджет, который я продаю является 100% оригиналом, за который я ручаюсь лично и не только словами, но и своей репутацией. 2. Я даю месяц гарантии для выявления скрытых дефектов. За три года продаж не было ни одной жалобы или возврата, так как оригинальная техника имеет свойства не ломаться и долговечно работать в отличие от рефа. 3. Благодаря последним обновлениям на avito, Вы можете видеть отзывы других покупателей и быть уверены в моей честности по отношению к вам!|128|4.0|ios
40|https://www.avito.ru/elektrougli/telefony/redmi_note_10_pro_8_128_2731058879|Redmi Note 10 Pro 8 128|12000|Redmi Note 10 Pro 8/128. Qualcomm Snapdragon 732G с 8 процессорными ядрами (2×Kryo 470 Gold @2,3 ггц + 6×Kryo 470 Silver @1,8 ггц). Графический процессор — Adreno 618. Версия Global со всеми обновлениями. Скоро прилетит Miui 14. Один владелец. Не разбирался. Не ремонтировался. Не тонул.|128|8.0|android
41|https://www.avito.ru/moskva/telefony/smartfon_honor_x30_12256_zolotoy_novyy_2900675351?slocation=107620|Смартфон Honor X30 12/256 золотой новый|25000|Замечательный мощный телефон с хорошей камерой. Но: без поддержки магазина Google Play и приложений из него ( Instagram, Facebook, и др.). Телеграм, Вк и другие российские приложения работают. В отличном состоянии. Зарядное устройство. Коробка. Переходник для розетки. Без сколов и дефектов.|256|12.0|android
42|https://www.avito.ru/moskva/telefony/iphone_14_pro_max_512gb_black_2768503957?slocation=107620|iPhone 14 pro max 512gb (black)|11997|Hовый. Вы всегдa можeте пpоверить телeфон пеpeд пoкупкoй. Вcе телефоны в завoдcкoй упакoвкe и зaщитныx плeнкаx. Аксессуары в подарок. Быстрая доставкa по Мoсквe и MО от 300₽. Оплата после получения. Бeзoпасная дoстaвкa по вcем гоpoдaм России. Работаем с авито доставкой. Пишите. Звоните 10:00-22:00.|512|6.0|ios
43|https://www.avito.ru/moskva/telefony/samsung_galaxy_z_flip3_256gb_2642490804?slocation=107620|Samsung galaxy z flip3 256gb|40000|Продаю смартфон Samsung Galaxy Z Flip 3. В использовании с июля 2022 по сентябрь 2022( меньше 3 месяцев). Оригинальный чехол Samsung ( стоил 4 тыс). Экран в заводской пленке, по гарантии в течение года можно 1 раз ее заменить. Шарнир в защитной пленке от царапин в цвет чехла. Полный комплект: провод и коробка. В отличном состоянии. На гарантии. Ростест. Есть чек. Чехол в подарок. Без сколов и дефектов. Торг реальному покупателю! Обмен не интересует.|256|8.0|android
44|https://www.avito.ru/moskva/telefony/sony_xperia_5_ii_ideal_2822037059|Sony Xperia 5 ii идеал|16900|Состояние идеальное. Нет никаких сколов и царапин. Экран без выгорания. В комплекте только сам телефон. Отправляю через Сдек, оплата после отправки товара. В наличии имеется 3шт. Можно оплатить наличными либо переводом на карту. Есть возможность проверить в офисе, подключим к Wi-Fi.|128|8.0|android
45|https://www.avito.ru/moskva/telefony/smartfon_realme_2748729293?slocation=107620|Смартфон realme|10000|Смартфон в безупречном состоянии, фактическое пользование чуть больше года, комплект заводской, полный, кабель и зарядка родные С комплектной коробкой/документацией. Камера Hawk Eye. С 64-мегапиксельным сверхчистым основным объективом. Snapdragon 730G. - непревзойденный процессор. 30 Вт Vooc Flash Charge 4.0. Заряжается в мгновение ока. Новейший встроенный сканер отпечатков. Пальцев с мгновенной разблокировкой 0,36 с. Экран. 6,4-дюймовый (16,2 см) полноэкранный экран с каплями росы. Текстура экрана Super Amoled. Соотношение экрана к корпусу 91,9%. Разрешение 2340 на 1080 пикселей. Corning Gorilla Glass 5. Уход за глазами без мерцания при низкой яркости. Новейший встроенный сканер отпечатков пальцев. Камера. 64-Мегапиксельная четырехъядерная камера с искусственным интеллектом. Со сверхширокоугольным, макрообъективом и портретным объективом. Фронтальная камера 32 Мп, поддержка четырех в одном. Основная камера 64 Мп. Сенсор Samsung GW1. Диафрагма f / 1.8. Размер сенсора 1/1.72. Объектив 6P. 8-Мегапиксельный широкоугольный объектив. Угол наклона 119°. Диафрагма f/2.25. Объектив 5P. Портретный объектив. Шесть портретных стилей. Макрообъектив. Расстояние съемки 4 см. Электрическая стабилизация изображения для передней и задней камеры. Аппаратное обеспечение. Qualcomm Snapdragon 730G. Восьмиядерный процессор. 8-нм технологический процесс. Тактовая частота до 2,2 ггц. Оперативная память Lpddr4x. 8 ГБ. Ufs 2.1 Rom. 128 ГБ. До 256 ГБ внешней памяти. Аккумулятор. 4000 мач (типичный). Сети. 802.11a/b/g/n/ac. Bluetooth 2.1 + Edr, 4.0, 5.0. Модель. 2G: Gsm: 850/900/1800/1900 мгц. 3G: Wcdma: полосы 1/5/8. 4G: Lte Fdd: полосы 1/3/5/7/8/20/28. TD-Lte: диапазон частот 38/40/41 (2535-2655 мгц). Датчики. Многофункциональный Nfc. Gps/Beidou/Galileo. Датчик освещенности. Датчик приближения. Датчик магнитной индукции. Гирометр. Датчик ускорения. Порты. Гарнитура 3,5 мм. Тип-C. Любые проверки на месте. Полный комплект: Коробка. В отличном состоянии. Отвязан от всех аккаунтов. Чехол в подарок. Использовался с защитным стеклом.|128|8.0|android
46|https://www.avito.ru/moskva/telefony/apple_iphone_13_256gb._siniy_2775449011?slocation=107620|Apple iPhone 13 256Gb. Синий|59900|Apple iPhone 13 256Gb. Синий. Официальный интернет магазин. Только оригинальная продукция Apple. Наши специалисты всегда на связи и. С радостью проконсультирую по всем вопросам. Быстрая доставка по Москве и Московской области! Оплата после получения. В другие регионы ТК Сдэк, Почтой Россий после оплаты товара. Оснoвные характеристики Apple iPhone 13: -Процессор Apple A15 Bionic. -Оперативная память 4 Гб. -Батарея 3095 мА·ч. -Экран 6,1 дюйма, Amoled, 60 гц. -Основная камера 12 Мп с f/1,6 + 12 Мп с f/2,4 (сверхширокоугольная). -Фронтальная камера 12 Мп. Артикул: v-0964. Звоните, действую Акции и Скидки! ∗подробности уточняйте у операторов.|256|4.0|ios
47|https://www.avito.ru/moskva/telefony/iphone_xr_v_korpuse_14_pro_2563439232?slocation=107620|iPhone XR в корпусе 14 Pro|16500|Новый Оригинальный iPhone Xr в корпусе 14 про. Напишите или позвоните нам прямо сейчас и получите, количество подарков ограничено, осталось 7 комплектов. Есть магазин в Москве, можно приехать посмотреть все в живую, либо можно заказать на доставку по Москве с оплатой при получении! Гарантия 60 дней + 1 Год сервисного обслуживания! Оригинал, не подделка! Абсолютно новый — ни единой пылинки, царапинки. Все функции работают: Face ID, True Tone, беспроводная зарядка, связь и т. Д. Обновление до последнего ios поддерживает без проблем. Напишите или позвоните. Пишите на авито, либо звоните по указанному номеру телефона — Быстро Ответим Всем! Работаем ежедневно! В наличии есть и другие модели. Смотрите профиль. Нажмите «Подписаться», чтобы не пропустить лучшие цены! Оплата: Наличный расчёт. Безналичный расчёт. Позвони или Напиши прямо сейчас и получи хорошую Скидку на аксессуары. Добавляй в Избранное. Звоните и пишите, наш менеджер ответит вам в течении 10 минут. Все есть в наличии! Цена Оптовая. В розницу уточняйте.|256|3.0|ios
48|https://www.avito.ru/moskva/telefony/iphone_xr_v_korpuse_14_pro_new_2796216864?slocation=107620|iPhone xr в корпусе 14 pro New|14990|Iphone XR в корпусе 14 Pro. Позвоните или напишите Нам прямо сейчас, что бы получить подарок к покупке! Полностью новый, ни одной царапины или пылинки. Можете приехать к нам и убедиться сами на все 100%. Самое главное — Гарантия на смартфон! Все функци работаю исправно: truetone. Face ID. Беспородная зарядка и т. Д. Оригинальный XR в корпусе от нового 14 Pro. Напишите или позвоните Нам — Ответим быстро и все подробно расскажем! Абсолютно никаких подводных камней! Цена указанная в объявлении — Актуальная! При покупке оптом и оплатой наличными. За розничной ценой обращайтесь по телефону. Все цвета в наличии! Работаем ежедневно! Самовывоз приветствуется! Так же есть доставка по городу! Так же больше моделей в профиле: Переходи и смотри. Артикул: Ару-142009.|128|3.0|ios
49|https://www.avito.ru/moskva/telefony/apple_iphone_13_256gb._siniy_2775449011?slocation=107620|Apple iPhone 13 256Gb. Синий|59900|Apple iPhone 13 256Gb. Синий. Официальный интернет магазин. Только оригинальная продукция Apple. Наши специалисты всегда на связи и. С радостью проконсультирую по всем вопросам. Быстрая доставка по Москве и Московской области! Оплата после получения. В другие регионы ТК Сдэк, Почтой Россий после оплаты товара. Оснoвные характеристики Apple iPhone 13: -Процессор Apple A15 Bionic. -Оперативная память 4 Гб. -Батарея 3095 мА·ч. -Экран 6,1 дюйма, Amoled, 60 гц. -Основная камера 12 Мп с f/1,6 + 12 Мп с f/2,4 (сверхширокоугольная). -Фронтальная камера 12 Мп. Артикул: v-0964. Звоните, действую Акции и Скидки! ∗подробности уточняйте у операторов.|256|4.0|ios
50|https://www.avito.ru/korolev/telefony/iphone_x_64_2811756521|iPhone x 64|13000|IPhone X64 американец. Фейс работает. Акб 100 процентов, меняли месяц назад. Торг.|64|3.0|ios
51|https://www.avito.ru/kotelniki/telefony/iphone_11_pro_max_256gb_gold_2785256185|iPhone 11 pro max 256gb gold|33200|IPhone 11 pro max 256, золотистый, Ростест. Покупали в магазине restore (чек на фото). Состояние хорошее, не вскрывался, не ломался, носился в чехле постоянно, корпус в идеальном состоянии. Есть царапина на экране примерно 3,5 см, не мешающая эксплуатации, но если заменить, то весь будет выглядеть как новенький. Отвязан от аккаунтов. В наличии коробка, 2 чехла — синий б/у, прозрачный новый. Причина продажи — подарили новый. Без доставки, только самовывоз. Вопросы желательно в чате, по телефону не всегда есть возможность ответить.|256|4.0|ios
52|https://www.avito.ru/moskva/telefony/telefon_s_internetom_senseit_l230_2752236456?slocation=107620|Телефон с интернетом senseit L230|2090|Абсолютно новый запечатанный мобильный телефон с интернетом. Мобильный Телефон С Поддержкой Сетей 4G/Lte И Двух Sim-картвстречайте! 4G/Lte — телефон Senseit L230! Вот вам задачка: есть Senseit L230 с поддержкой 4G/Lte и Wi-Fi, какой следует вывод? Правильно, поддержка функции «Точка-доступа». Senseit L230 работает на базе ОС Android, что позволяет устанавливать приложения из магазина приложений. Кстати, на клавиатурный блок сразу вынесена отдельная кнопка для приложения whatsapp. Senseit L230 может похвастаться 4 ГБ встроенной памяти на борту, поддержкой двух Sim-карт, наличием Bluetooth, яркого фонарика и фронтальной камеры.|4|0.512|android
53|https://www.avito.ru/moskva/telefony/iphone_xr_128_gb_original_bu_2632278448|iPhone XR 128 gb оригинал б/у|23900|Все отлично работает, покупался в феврале 2020 года. Есть чек. В комплекте коробка, lightning и адаптер. Аккумулятор 81%. Всегда носился в чехле, их очень много (на 5 фото), могу отдать, если нужно. Практически всегда был со стеклом или гидрогелевой пленкой, но был момент, когда непродолжительное время без, поэтому есть несколько маленьких царапок (на 4 фото без пленки, можно посмотреть), если с пленкой носить, то не видно почти. Есть 1 гидрогелевая пленка, если нужно отдам. Продаю в связи с покупкой нового телефона. Пишите.|128|3.0|ios
54|https://www.avito.ru/moskva/telefony/iphone_11_128gb_belyygarantiya100_akkumulyator_2816350548?slocation=107620|iPhone 11 128gb белый/гарантия/100 аккумулятор|19990|Доброго времени суток! Продаю абсолютно идеальный iPhone 11 128гб. - Напишите И Позвоните Прямо Сейчас и наш менеджер пришлёт вам живые фото. Напишите прямо сейчас и получите Февральские Скидки На Аксессуары. Доставка По Москве И Области От 150₽! —Индивидуальный Подход К Кажлму Клиенту! - Напишите И Позвоните Прямо Сейчас и наш менеджер пришлёт вам живые фото. В наличии iPhone 11 64гб: ориг дисплей. Ориг камера. Ориг телефон. Зеленый 3utools. Аккумулятор 100%. Чёрный/фиолетовый. Полный комплект. Запакованный. Батарейка%. Работают абсолютно все функции: Face ID, Tru tone, applepay(Nfc) связь, беспроводная зарядка и т. Д. Гарантия 14 дней на заводской брак и год сервисного обслуживания. Установим сбербанк за 500₽. Комплект: коробка от 11! -провод. -документы. -скрепка. Ios операционная система! Работает со всеми операторами. Поддержка беспроводной зарядки. * Большой и яркий дисплей. * Мощный процессор и графический ускоритель. * Есть ночной режим съемки. * Фронтальная камера умеет снимать широкоугольные фото. * Для улучшения фото используется машинное обучение Deep Fusion. - icloud. - Airdrop. - Apple Pay. - Face. - True Tonе. Технические характеристики Apple iPhone 11. * soc Apple A13 Bionic (6 ядер: 2 высокопроизводительных + 4 энергоэффективных) + система Neural Engine третьего поколения. * Сопроцессор движения Apple M13, включающий барометр, акселерометр, гироскоп и компас. * Сенсорный дисплей 6,1″, Ips, 1792×828, 326 ppi, емкостной, мультитач, с функцией обратной связи Taptic Engine. * Ram 3,75 ГБ. * Флэш-память 64/128/256 ГБ. * Поддержка карт памяти отсутствует. * Сотовая связь: Umts/Hspa/Hspa+/DC-Hsdpa (850, 900, 1700/2100, 1900, 2100 мгц); Gsm/Edge (850, 900, 1800, 1900 мгц), Lte Bands 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 27, 28, 29, 30, 38, 39, 40, 41, поддержка Gigabit Lte. * Wi-Fi 802.11b/g/n/ac/ac (2,4 и 5 ггц; поддержка Mimo). * Bluetooth 5.0, A2dp, LE. * Nfc (только для Apple Pay). * Gps c A-Gps, Глонасс, Galileo и Qzss. * Универсальный разъем Lightning. * Камеры: фронтальная (12 Мп, видео 4К 30 к/с, 720р 240 к/с) и тыльная с двумя объективами (широкоугольный и сверхширокоугольный; оба — 12 Мп, съемка видео 4К 60 к/с). * Распознавание лица с помощью камеры truedepth. * Литий-полимерный аккумулятор 3110 мА·ч, несъемный. * Поддержка беспроводной зарядки стандарта Qi. * Габариты 151×76×8,3 мм. * Масса 194 г. * Защита IP68. Чехлы И Стёкла Смотрите В Наличии! Есть Самовывоз. Доставка по Москве и МО и РФ! Также Вы Можете Позвонить Нам По Видеозвонку И МЫ Вам Покажем Ваш Телефон! А Также Можем Выйти На Видео Связь В Отделение Сдека Или Почты( перед вашей пред оплатой). По Москве и МО отправляем курьером. Есть магазин в Москве, можно приехать посмотреть все в живую, либо можно заказать на доставку по Москве с оплатой при получении! Адрес: угрешская дом 2 строение 146, подъезд 1 (либо 3), этаж 1, офис 123. График: каждый день с 10:00 до 20:00. Почему именно мы. Мы даём гарантию 1 месяц на заводской брак +1 год на сервисное обслуживание. Каждый телефон проходит контроль качества. Работаем без выходных. Можем встретиться с вами лично. Возможность забрать самовывозом, предварительно проверив. Оплата после проверки телефона. Любые проверки с вашей стороны. Быстрая доставка, в течении дня. Доставка или отправка товара в день заказа. Доставка по Москве и Московской области (Оплата После Получения). Доставка по всей РФ по полной предоплате. Обмен не интересует. Рассрочки и кредита нет. Оплата: Наличный расчёт. Безналичный расчёт. Цена указана оптовая. Розничную цену уточняйте у менеджера! Для покупки звони, пиши или сразу приезжай в магазин! Количество товара ограничено! Добавь в избранное что бы не потерять. Наши Айфоны на 100% соответствуют заявленным свойствам. Доставка по всей РФ. Отличный подарок на 23 февраля и 8 марта! Позвоните нам или пишите и мы ответим на все ваши оставшиеся вопросы!|128|4.0|ios
55|https://www.avito.ru/moskva/telefony/telefon_xiaomi_note_9_pro_128_2835008540?slocation=107620|Телефон Xiaomi note 9 pro 128|10000|Redmi Note 9 pro 8/128 состояние отличное, батарейку держит 24часа царапин нет, не ремонтирован, не вскрывали, версия (Global) есть осколок на камере, на фото видно на камеру и на работу никак не влияет, фотографии выходят четко, зарядное устройство есть, коробки нет чехол в подарок).|128|8.0|android
56|https://www.avito.ru/lyubertsy/telefony/mobilnye_telefony_bu_samsung_s8_2797448291|Мобильные телефоны бу samsung s8|6350|Полный комплект: Зарядное устройство. Коробка. Использовался с защитным стеклом. Отвязан от всех аккаунтов. Чехол в подарок. Все детали в рабочем состоянии. Любые проверки на месте.|64|4.0|android
57|https://www.avito.ru/dmitrov/telefony/telefon_xiaomi_11t_pro_128gb_2635127288|Телефон Xiaomi 11T Pro 128гб|30000|Не Китай не интернет магазин покупал 03.09.2022 в теле2, наклеена дорогая матовая гидрогелевая пленка. Полный комплект из дома не выходил на гарантии. Телефон очень большой не зашел. Состояние нового 5 хороших чехлов в подарок. Причина продажи не пользуюсь. Все настройки скину при вас. Только самовывоз. Телефон новый следов эксплуатации нет. Можно в подарок. Торга нет.|128|8.0|android
58|https://www.avito.ru/orehovo-zuevo/telefony/telefon_2709941680?slocation=107620|Телефон|8000|Продам свой телефон, купил новый, айфон в идеале все работает, отправлю куда угодно, ото всего отвяжу и выйду везде при покупке. Торг есть.|64|3.0|android
59|https://www.avito.ru/moskva/telefony/samsung_galaxy_s9_plus_64gb_2730847774?slocation=107620|Samsung galaxy s9 plus 64gb|4000|Полностью рабочий, трещина на экране на работу не влияет. См. Фото. В комплекте только телефон и чехол.|64|6.0|android
60|https://www.avito.ru/lyubertsy/telefony/samsung_galaxy_a7_2018_2785709499|Samsung galaxy A7 2018|5500|Телефон в отличном состоянии, пользовалась мама, в комплекте коробка.|64|4.0|android
61|https://www.avito.ru/moskva/telefony/iphone_14_pro_max_2621951219|iPhone 14 Pro Max|87490|IPhone 14 Pro Max 128. Артикул: Lmkc43dmt6. Новый Оригинал. Характеристики: Модель: iPhone 14 Pro Max. Память: 128гб. Цвет: Темно фиолетовый. Страна: США. Sim: Esim+Esim. Цена От. Оптом И В Розницу. Условия Покупки. Цена по Дропшипинг +1.500₽. Опт От 10 шт +500₽. Опт От 5 шт +1500. Опт От 2 шт +2000₽. В Розницу +3000₽. К стоимости в Прайсе. Товар В Наличии. МЫ Продаем Технику Apple Оптом И В Розницу По Самым Низким Ценам В РФ. Актуальный Прайс Можно Скачать В Телеграмм. По Запосу Вышлим Ссылку. Есть Доставка И Самовывоз. Оплата По Факту. Без Пред Оплаты И Прочего Лохотрона. Самовывоз. ТЦ Савеловский М. Савеловская Сущевский Вал 5стр.1 Офис На 2 Этаже. 21 Подъезд. Предварительно Нужно Позвонить. C 10:00 ДО 21:00.|128|6.0|ios
62|https://www.avito.ru/orehovo-zuevo/telefony/telefon_xiaomi_redmi_note_11_pro_5g_2822609727?slocation=107620|Телефон xiaomi redmi note 11 pro 5g|14990|Так же интересует обмен на iphone 11 и выше с моей доплатой. Телефоном пользовался 5 месяцев, носил в чехле и защитном стекле. Полный комплект: Зарядное устройство. Коробка. В отличном состоянии. Есть чек. Отвязан от всех аккаунтов. Чехол в подарок. Использовался с защитным стеклом. Все детали в рабочем состоянии. Любые проверки на месте. Не вскрывался. Без сколов и дефектов.|64|6.0|android
63|https://www.avito.ru/moskva/telefony/novyy_smartfon_xiaomi_11_lite_5g_ne_2868375663?slocation=107620|Новый смартфон Xiaomi 11 lite 5g NE|19990|Два абсолютно новых смартфона Xiaomi 11 lite 5g NE. Запечатаны, версия Глобал. 8/256, цвет розовый — 21990 р. 8/128, цвет мятный — 19990р.|256|8.0|android
64|https://www.avito.ru/beloozyorskij/telefony/xiaomi_mi_max_3_6128gb_2789039904|Xiaomi Mi Max 3 6/128gb|11000|Телефон в отличном состоянии. В эксплуатации был 2 года (был куплен перед нг в 2019г). Все время в чехле, первый год была и пленка. Есть несколько потертостей по корпусу, видимо от чехла. Большой экран 6,9 дюйма, очень удобно для серфинга в интернете и просмотра видео. К сожалению таких уже не выпускают((. Уже больше года просто лежит в шкафу и не используется. Осталась коробка, отдам также кабель, блок к сожалению потерялся. Нахожусь недалеко от Бронниц и Раменского, встреча по договоренности.|128|6.0|android
65|https://www.avito.ru/mytischi/telefony/iphone_11_2750683878?slocation=107620|iPhone 11|9000|Без глупых вопросов, от телефона забыт пароль. Подойдет на запчасти.|128|4.0|ios
66|https://www.avito.ru/moskva/telefony/iphone_14_pro_128_gb_vse_tsveta_2672146838|iPhone 14 pro 128 gb все цвета|79900|Здравствуйте в наличии iPhone по лучшим ценам в Москве! Привожу товар сам по этому постараюсь сделать для Вас лучшую цену! IPhone 14 pro 128 фиолетовый. Есть доставка по Москве и МО. Пишите или звоните по цене всегда договоримся! Цены меняются из за курса! Также в профиле есть другие модели техники apple! До связи!|128|6.0|ios
67|https://www.avito.ru/moskva/telefony/iphone_6_2631510478?slocation=107620|iPhone 6|3500|Оригинальный айфон 6 (у меня есть чек и все что доказывает что он оригинал) мы можем встретиться в любое время и в любом месте (в Москве) и вы проверите телефон что все работает и тогда вы сможете его купить:). Он в отличном состоянии.|16|1.0|ios
68|https://www.avito.ru/moskva/telefony/telefon_s_internetom_senseit_l250_2752541835?slocation=107620|Телефон с интернетом senseit L250|2390|"Телефон Senseit L250 — поддержка двух Sim-карт, экран 1.77\"", разрешение 160x128, камера 2 МП, память 4 Гб, слот для карты памяти, 3G, 4G Lte, Wi-Fi, Bluetooth, объем оперативной памяти 512 Мб, аккумулятор 4000 мач, вес 167 г, шxвxт 56x123x21 мм, MP3-плеер, радио. Можно использовать как роутер, powerbank. Также можно установить разные приложения. Телефон сразу адаптирован для использования приложений! Несмотря на то, что телефон кнопочный, он не так прост как может показаться. Тут и аккумулятор на 4000 мач и функция powerbank за компанию. А теперь внимание! Есть поддержка 4G/Lte и Wi-Fi, что в связке позволяет использовать телефон в режиме ""Точка-доступа"". Еще есть поддержка Gps, а это значит, что вы сможете воспользоваться телефоном как Gps-трекером. И теперь самое главное и неожиданное — Senseit L250 работает на базе ОС Android, а на клавиатуре, например, уже сразу есть отдельная кнопка для приложения Мессенджера. Уважаемые Покупатели! Если у вас возникнут трудности с установкой приложений, вы можете обратиться к нам за помощью по QR коду, которая будет в коробке с телефоном. Мы с радостью поможем Вам, чтобы от покупки у Вас остались только положительные эмоции!"|4|0.512|android
69|https://www.avito.ru/moskva/telefony/iphone_14_pro_128_purple_2568812007|iPhone 14 Pro 128 purple|80990|IPhone 14 pro 128gb новый, запакованный. По промокоду «Авито» защитное стекло в подарок! В Связи С Нестабильностью Курса Просьба Уточнять Актуальные Цены В Сообщениях. Все телефоны запечатанные, неактивированные и имеют официальную гарантию от Apple. Перед покупкой Вы можете проверить телефон любым удобным для Вас способом. Новый и оригинальный товар. Самовывоз с магазина и доставка по Москве в день заказа. Официальная гарантия на всю технику. Оплата только после проверки товара. Выгода по программе trade-in. В наличии все цвета! Количество товара ограничено — зарезервируй уже сейчас, а забери в удобное время! В объявлении представлен: — Apple iPhone 14 Pro 128Гб фиолетовый (Deep Purple). Пишите и резервируйте телефон уже сейчас, а платите потом! На все интересующие вас вопросы просьба писать в сообщения Авито. Звоните когда будете подъезжать. Наш магазин работает ежедневно: — Каждый день с 11 до 20. — Отвечаем на сообщения с 10 до 22. Адрес: ул Барклая 8 (ТЦ Горбушка).|128|6.0|ios
70|https://www.avito.ru/moskva/telefony/xiaomi_redmi_9_4_64_2773209233|Xiaomi redmi 9 4 /64|4800|Продаю, в очень хорошем состояние, в комплекте шнур, 2 чехла, или обмен, пишите лучше сюда.|64|4.0|android
71|https://www.avito.ru/moskva/telefony/oukitel_f150_r2022_2733411785?slocation=107620|Oukitel f150 r2022|11999|Телефон новый, пользовались мало, комплект полный, Акб в примерно 95-100%. Торг увместен.|256|8.0|android
